Position	Dspace	ESD(P)	Corr.Fact	Intensity	Rel.Int.	FWHM(L)	ESD(L)	Area
12.2200	7.2369	0.0000	0.0000	534.17	24.44	0.0600	0.0000	53.4167
12.5400	7.0530	0.0000	0.0000	461.67	21.12	0.1000	0.0000	73.8667
13.2600	6.6716	0.0000	0.0000	26.67	1.22	0.0600	0.0000	0.5333
13.4600	6.5729	0.0000	0.0000	24.17	1.11	0.1200	0.0000	1.9333
13.8800	6.3749	0.0000	0.0000	46.67	2.13	0.1400	0.0000	4.6667
15.0200	5.8935	0.0000	0.0000	24.17	1.11	0.1200	0.0000	0.0000
17.8600	4.9623	0.0000	0.0000	269.17	12.31	0.0600	0.0000	37.6833
18.6200	4.7614	0.0000	0.0000	53.33	2.44	0.0800	0.0000	7.4667
18.8600	4.7014	0.0000	0.0000	156.67	7.17	0.0000	0.0000	25.0667
20.0000	4.4359	0.0000	0.0000	29.17	1.33	0.1600	0.0000	4.6667
20.1600	4.4010	0.0000	0.0000	27.50	1.26	0.0200	0.0000	1.6500
21.0200	4.2229	0.0000	0.0000	108.33	4.96	0.1400	0.0000	15.1667
22.1400	4.0117	0.0000	0.0000	93.33	4.27	0.0200	0.0000	14.9333
23.1000	3.8471	0.0000	0.0000	29.17	1.33	0.0800	0.0000	1.1667
23.5600	3.7730	0.0000	0.0000	118.33	5.41	0.1600	0.0000	9.4667
24.3400	3.6539	0.0000	0.0000	45.00	2.06	0.0600	0.0000	5.4000
24.7000	3.6014	0.0000	0.0000	230.00	10.52	0.0400	0.0000	36.8000
25.2600	3.5228	0.0000	0.0000	230.83	10.56	0.0800	0.0000	36.9333
25.5800	3.4795	0.0000	0.0000	53.33	2.44	0.0200	0.0000	4.2667
26.7400	3.3311	0.0000	0.0000	558.33	25.54	0.0200	0.0000	89.3333
26.9600	3.3044	0.0000	0.0000	609.17	27.87	0.0000	0.0000	97.4667
27.6400	3.2247	0.0000	0.0000	72.50	3.32	0.1000	0.0000	11.6000
28.0600	3.1773	0.0000	0.0000	242.50	11.09	0.0000	0.0000	38.8000
28.7400	3.1037	0.0000	0.0000	73.33	3.35	0.1600	0.0000	10.2667
30.0000	2.9761	0.0000	0.0000	43.33	1.98	0.1600	0.0000	4.3333
30.3800	2.9398	0.0000	0.0000	45.83	2.10	0.1600	0.0000	0.9167
30.6000	2.9191	0.0000	0.0000	32.50	1.49	0.0800	0.0000	5.2000
31.4000	2.8466	0.0000	0.0000	37.50	1.72	0.0800	0.0000	5.2500
31.6800	2.8220	0.0000	0.0000	55.00	2.52	0.1600	0.0000	4.4000
32.2200	2.7760	0.0000	0.0000	30.00	1.37	0.0600	0.0000	1.8000
32.3600	2.7643	0.0000	0.0000	35.00	1.60	0.1600	0.0000	3.5000
34.3800	2.6063	0.0000	0.0000	38.33	1.75	0.1600	0.0000	3.0667
34.6400	2.5874	0.0000	0.0000	25.83	1.18	0.0800	0.0000	0.5167
35.1200	2.5531	0.0000	0.0000	27.50	1.26	0.1600	0.0000	3.8500
35.6000	2.5198	0.0000	0.0000	29.17	1.33	0.1600	0.0000	1.7500
36.1600	2.4820	0.0000	0.0000	46.67	2.13	0.1400	0.0000	2.8000
36.2600	2.4754	0.0000	0.0000	30.00	1.37	0.0600	0.0000	2.4000
36.6800	2.4480	0.0000	0.0000	66.67	3.05	0.1000	0.0000	8.0000
38.2600	2.3505	0.0000	0.0000	2185.83	100.00	0.0200	0.0000	349.7333
39.5400	2.2773	0.0000	0.0000	30.00	1.37	0.1400	0.0000	2.4000
39.6000	2.2740	0.0000	0.0000	25.00	1.14	0.1000	0.0000	4.0000
39.9000	2.2576	0.0000	0.0000	28.33	1.30	0.1000	0.0000	2.8333
42.5400	2.1234	0.0000	0.0000	37.50	1.72	0.1600	0.0000	6.0000
44.4400	2.0369	0.0000	0.0000	1255.83	57.45	0.0400	0.0000	200.9333
45.7200	1.9828	0.0000	0.0000	168.33	7.70	0.0800	0.0000	26.9333
47.2800	1.9210	0.0000	0.0000	30.00	1.37	0.0200	0.0000	0.6000
48.3000	1.8827	0.0000	0.0000	25.00	1.14	0.0400	0.0000	2.0000
50.2600	1.8138	0.0000	0.0000	41.67	1.91	0.0800	0.0000	2.5000
50.7200	1.7984	0.0000	0.0000	89.17	4.08	0.0000	0.0000	7.1333
50.8600	1.7938	0.0000	0.0000	57.50	2.63	0.1600	0.0000	1.1500
54.9600	1.6693	0.0000	0.0000	35.83	1.64	0.1600	0.0000	1.4333
60.0600	1.5392	0.0000	0.0000	30.00	1.37	0.0800	0.0000	3.0000
62.7200	1.4801	0.0000	0.0000	32.50	1.49	0.1400	0.0000	1.9500
64.5200	1.4431	0.0000	0.0000	673.33	30.80	0.1200	0.0000	80.8000
64.7200	1.4391	0.0000	0.0000	395.83	18.11	0.0200	0.0000	47.5000
